season,round,pick,team,pfr_player_name,position,age,hof,allpro,probowls,seasons_started,seasons_played,w_av,games,RAS,w_av_py,stratum
1988,3,67,DAL,Mark Hutson,OG,NA,FALSE,0,0,0,NA,0,NA,2.81,NA,Stratum 1
1988,3,69,NWE,Tom Rehder,OT,23,FALSE,0,0,0,3,3,40,9.8,1,Stratum 4
1988,3,70,PIT,Chuck Lanza,OC,23,FALSE,0,0,0,2,2,27,10,1,Stratum 4
1988,3,76,IND,Chris Chandler,QB,22,FALSE,0,2,9,17,77,180,6.8,4.529411764705882,Stratum 2
1988,3,77,CLE,Van Waiters,LB,23,FALSE,0,0,1,5,13,80,2.54,2.6,Stratum 1
1988,3,80,SFO,Bill Romanowski,LB,22,FALSE,0,2,13,16,83,243,8.25,5.1875,Stratum 3
1989,1,2,GNB,Tony Mandarich,OT,22,FALSE,0,0,4,10,28,86,10,2.8,Stratum 4
1989,1,3,DET,Barry Sanders,RB,21,TRUE,6,10,10,10,120,153,9.35,12,Stratum 3
1989,1,8,SDG,Burt Grossman,DE,22,FALSE,0,0,5,6,35,86,10,5.833333333333333,Stratum 4
1989,1,10,PHO,Eric Hill,LB,22,FALSE,0,0,11,11,52,160,8.25,4.7272727272727275,Stratum 3
1989,1,14,NYJ,Jeff Lageman,DE,22,FALSE,0,0,7,10,44,122,7.76,4.4,Stratum 2
1989,1,15,SEA,Andy Heck,OT,22,FALSE,0,0,11,12,60,185,8.82,5,Stratum 3
1989,1,16,NWE,Hart Lee Dykes,WR,23,FALSE,0,0,1,2,9,26,8.49,4.5,Stratum 3
1989,1,17,PHO,Joe Wolf,OT,22,FALSE,0,0,2,9,24,94,9.85,2.6666666666666665,Stratum 4
1989,1,19,NOR,Wayne Martin,DE,23,FALSE,0,1,10,11,68,171,3.88,6.181818181818182,Stratum 1
1989,1,21,RAM,Bill Hawkins,DE,23,FALSE,0,0,1,4,6,42,9.8,1.5,Stratum 4
1989,1,22,IND,Andre Rison,WR,22,FALSE,1,5,10,12,77,186,7.82,6.416666666666667,Stratum 2
1989,1,23,HOU,David Williams,OT,23,FALSE,0,0,8,9,44,128,9.41,4.888888888888889,Stratum 4
1989,1,27,ATL,Shawn Collins,WR,22,FALSE,0,0,1,5,11,49,9.58,2.2,Stratum 4
1989,2,29,DAL,Steve Wisniewski,OG,22,FALSE,2,8,13,13,102,206,8.16,7.846153846153846,Stratum 2
1989,2,30,DET,John Ford,WR,23,FALSE,0,0,0,1,1,7,10,1,Stratum 4
1989,2,32,KAN,Mike Elkins,QB,23,FALSE,0,0,0,1,0,1,4.25,0,Stratum 1
1989,2,33,TAM,Danny Peebles,WR,23,FALSE,0,0,0,3,2,30,9.33,0.6666666666666666,Stratum 3
1989,2,35,CIN,Eric Ball,RB,23,FALSE,0,0,2,7,5,97,9.48,0.7142857142857143,Stratum 4
1989,2,36,CHI,John Roper,LB,23,FALSE,0,0,3,5,20,68,3.3,4,Stratum 1
1989,2,37,SDG,Courtney Hall,OC,21,FALSE,0,0,7,8,48,118,7,6,Stratum 2
1989,2,38,ATL,Ralph Norwood,OT,23,FALSE,0,0,0,1,1,11,7.94,1,Stratum 2
1989,2,45,RAM,Frank Stams,LB,24,FALSE,0,0,2,7,17,82,6.19,2.4285714285714284,Stratum 1
1989,2,48,RAM,Brian Smith,LB,23,FALSE,0,0,0,2,2,19,2.1,1,Stratum 1
1989,2,49,PHI,Jessie Small,LB,22,FALSE,0,0,2,4,12,53,7.11,3,Stratum 2
1989,2,50,HOU,Scott Kozak,LB,23,FALSE,0,0,0,5,5,80,9.18,1,Stratum 3
1989,2,51,SDG,Billy Joe Tolliver,QB,23,FALSE,0,0,3,11,24,79,3,2.1818181818181817,Stratum 1
1989,2,52,MIN,David Braxton,LB,24,FALSE,0,0,0,6,5,71,9.69,0.8333333333333334,Stratum 4
1989,2,56,SFO,Wesley Walls,TE,23,FALSE,0,5,9,15,43,196,8.48,2.8666666666666667,Stratum 3
1989,3,61,PIT,Derek Hill,WR,21,FALSE,0,0,2,2,8,32,7.9,4,Stratum 2
1989,3,62,ATL,Keith Jones,RB,23,FALSE,0,0,3,4,10,50,7.25,2.5,Stratum 2
1989,3,63,NWE,Marv Cook,TE,23,FALSE,1,2,6,7,13,112,6.3,1.8571428571428572,Stratum 2
1989,3,64,NYG,Bob Kratch,OG,23,FALSE,0,0,4,8,34,105,2.04,4.25,Stratum 1
1989,3,65,CHI,Jerry Fontenot,OC,22,FALSE,0,0,11,16,68,239,6,4.25,Stratum 1
1989,3,66,WAS,Tracy Rocker,DT,23,FALSE,0,0,1,2,10,24,0.42,5,Stratum 1
1989,3,67,PHO,Mike Zandofsky,OG,23,FALSE,0,0,4,9,35,116,2.65,3.888888888888889,Stratum 1
1989,3,69,DEN,Darrell Hamilton,OT,24,FALSE,0,0,0,3,6,21,6.62,2,Stratum 2
1989,3,72,IND,Mitchell Benson,DT,22,FALSE,0,0,0,3,3,41,3.75,1,Stratum 1
1989,3,73,NWE,Chris Gannon,DE,23,FALSE,0,0,0,5,5,40,7.96,1,Stratum 2
1989,3,74,GNB,Anthony Dilweg,QB,24,FALSE,0,0,0,2,4,10,7.25,2,Stratum 2
1989,3,75,RAM,Kevin Robbins,OT,22,FALSE,0,0,0,5,2,8,3.97,0.4,Stratum 1
1989,3,76,PHI,Robert Drummond,RB,22,FALSE,0,0,0,3,4,36,8.83,1.3333333333333333,Stratum 3
1989,3,81,PHI,Britt Hager,LB,23,FALSE,0,0,0,9,17,121,5.46,1.8888888888888888,Stratum 1
1989,3,82,BUF,Don Beebe,WR,24,FALSE,0,0,4,9,33,116,8.66,3.6666666666666665,Stratum 3
1989,3,83,CIN,Erik Wilhelm,QB,23,FALSE,0,0,0,8,3,22,2.5,0.375,Stratum 1
1990,1,3,SEA,Cortez Kennedy,DT,22,TRUE,3,8,9,11,97,167,8.59,8.818181818181818,Stratum 3
1990,1,9,MIA,Richmond Webb,OT,23,FALSE,2,7,12,13,102,184,8.46,7.846153846153846,Stratum 3
1990,1,12,CIN,James Francis,LB,22,FALSE,0,0,9,10,45,143,9.47,4.5,Stratum 4
1990,1,14,NOR,Renaldo Turnbull,DE,24,FALSE,1,1,3,8,39,120,8.68,4.875,Stratum 3
1990,1,18,GNB,Tony Bennett,DE,23,FALSE,0,0,5,8,42,108,7.21,5.25,Stratum 2
1990,1,19,GNB,Darrell Thompson,RB,22,FALSE,0,0,2,5,16,60,6.94,3.2,Stratum 2
1990,1,20,ATL,Steve Broussard,RB,23,FALSE,0,0,1,9,23,121,6.67,2.5555555555555554,Stratum 2
1990,1,21,PIT,Eric Green,TE,23,FALSE,0,2,6,10,32,120,8.39,3.2,Stratum 3
1990,1,23,RAM,Bern Brostek,OC,23,FALSE,0,0,6,8,34,105,4.84,4.25,Stratum 1
1990,1,25,SFO,Dexter Carter,RB,22,FALSE,0,0,1,7,18,100,7.22,2.5714285714285716,Stratum 2
